cgpa,resume_score,placed
5.54,7.8,1
6.12,10.0,1
6.77,10.0,1
6.92,7.26,1
6.86,6.92,1
6.4,7.27,1
8.24,8.38,1
7.33,,0
6.57,,1
5.88,7.08,1
5.82,5.36,0
7.21,10.0,1
8.74,6.16,1
5.55,8.56,1
7.3,4.25,1
6.22,7.0,1
6.77,7.53,1
6.32,5.52,0
8.07,6.98,1
7.77,5.75,1
6.03,,0
6.56,8.47,1
9.54,,1
7.31,8.93,1
7.26,7.62,0
7.54,6.14,1
7.06,8.86,1
7.38,5.21,0
7.58,5.52,1
6.64,5.11,0
5.85,6.81,0
5.9,7.48,1
7.48,5.71,1
6.28,6.62,1
8.1,6.48,1
7.26,5.7,1
8.15,6.1,1
5.74,6.15,1
7.33,7.85,1
7.52,,1
6.19,,1
7.63,7.16,1
6.19,7.36,0
6.82,5.79,1
10.0,7.35,0
8.28,,1
6.97,5.34,1
6.29,6.54,1
9.1,6.18,0
6.99,9.56,1
8.28,5.67,0
7.98,7.65,1
7.68,7.64,1
8.07,6.82,1
6.66,6.03,0
6.18,7.0,1
8.37,6.98,1
7.66,9.19,1
5.85,4.88,0
7.06,6.75,0
8.12,6.23,1
9.08,,1
6.18,5.07,1
7.36,4.72,0
5.86,6.09,0
7.07,9.28,1
4.86,6.3,0
5.27,5.23,0
10.0,6.28,1
6.83,5.87,0
8.07,,1
6.02,7.22,1
5.31,7.13,0
7.64,6.45,1
7.51,,0
5.49,8.51,1
6.44,8.39,1
8.63,8.13,1
8.88,8.68,1
4.5,7.32,1
6.65,5.33,1
6.94,5.65,0
6.76,7.49,1
7.23,7.55,0
8.17,7.63,1
7.96,7.34,1
7.51,5.18,1
7.39,5.56,1
7.36,6.97,1
9.59,4.09,1
7.69,7.21,0
6.47,6.89,1
8.91,6.58,1
6.4,8.72,0
6.82,7.24,1
7.52,4.68,1
5.94,5.72,0
6.6,4.3,1
7.76,3.13,0
8.77,7.15,1
6.13,4.66,1
8.35,7.24,1
5.7,7.72,1
4.63,9.12,1
6.54,7.29,1
8.44,8.85,1
5.23,6.51,0
7.44,5.04,1
8.52,7.31,0
7.47,6.88,0
7.05,,1
6.83,6.82,0
7.16,5.58,1
6.67,5.72,0
7.05,4.98,1
8.01,6.95,1
6.23,,1
8.57,4.37,0
7.2,5.62,0
7.43,7.5,0
7.7,8.41,1
7.12,7.93,0
6.7,6.11,0
9.31,5.86,1
8.53,,1
5.9,3.0,0
6.01,5.53,1
7.02,5.55,0
5.52,,0
7.16,,1
7.43,5.5,1
6.97,4.19,1
8.51,7.83,1
4.71,7.49,1
6.23,9.49,1
5.75,9.06,1
7.41,8.84,1
6.97,6.55,1
8.4,5.58,0
7.49,4.75,0
6.65,4.79,1
6.49,7.05,1
4.5,5.82,1
7.01,7.84,1
5.7,6.7,1
6.28,7.2,1
6.47,7.65,1
8.3,,1
8.34,6.68,1
5.01,8.79,1
7.03,7.59,1
7.65,8.62,1
8.37,8.01,1
8.48,7.27,1
8.41,8.35,1
7.31,,1
7.13,8.39,1
4.5,4.59,1
5.69,7.05,0
7.03,6.14,1
9.15,5.72,1
6.97,7.33,0
6.67,6.56,1
7.99,8.12,1
8.4,7.21,1
5.3,5.71,0
6.54,8.95,1
8.33,,1
7.59,4.86,0
7.48,7.78,1
8.08,6.62,1
6.43,7.41,0
8.34,7.83,1
5.88,9.03,1
7.38,,1
4.97,,0
5.7,,0
5.58,5.23,1
7.51,5.32,1
6.7,4.05,0
6.08,4.02,1
7.45,4.27,1
6.95,6.8,1
8.72,6.59,1
6.97,7.21,1
9.3,5.05,1
8.68,10.0,1
5.02,8.94,0
5.74,5.52,0
8.56,7.15,1
6.37,8.35,1
4.5,6.4,1
6.42,6.2,0
8.12,8.14,0
6.85,8.33,0
8.0,6.86,1
8.05,6.81,0
6.55,6.2,0
9.67,7.43,1
5.19,8.48,1
6.36,5.64,1
6.53,7.77,0
7.35,8.97,1
8.16,7.39,0
5.79,9.53,1
8.27,7.34,0
4.5,10.0,1
8.1,6.23,1
5.74,7.47,0
7.11,6.75,1
7.0,,1
6.8,6.67,1
7.4,6.75,1
6.41,,0
6.4,5.77,1
8.79,6.42,0
8.02,,1
6.45,6.04,1
7.28,6.98,1
7.83,6.56,0
5.21,3.96,0
6.76,9.81,0
6.24,5.95,1
6.61,6.52,1
7.24,7.77,1
6.87,,1
6.4,5.24,1
5.19,4.47,0
5.72,6.54,0
7.32,6.27,0
6.94,9.31,1
5.45,4.94,1
6.99,,1
5.71,6.94,0
6.15,6.41,1
7.83,8.48,1
6.4,7.81,0
9.08,4.85,1
6.45,6.58,0
8.04,6.91,1
6.52,,1
6.41,6.99,1
6.15,5.85,0
4.78,6.95,1
9.08,6.82,1
8.08,7.72,1
6.25,8.04,1
4.5,4.26,1
6.27,7.69,0
7.59,4.21,1
7.44,6.29,0
6.27,9.13,1
8.58,8.7,1
8.57,5.75,0
6.96,7.97,1
8.31,6.49,1
6.37,,0
7.56,7.13,1
9.82,8.04,1
6.17,7.84,1
7.9,5.89,1
7.54,,0
8.44,5.44,0
7.39,7.62,0
7.65,5.91,0
6.34,5.49,1
5.72,7.38,1
4.85,6.18,1
5.76,7.11,1
6.38,6.8,0
8.9,7.74,1
6.92,6.15,0
5.27,5.57,0
6.68,6.84,1
9.13,7.46,1
4.5,7.16,1
7.66,6.98,1
7.79,8.8,1
6.0,5.74,0
6.4,6.13,1
8.39,7.06,1
9.37,6.54,1
7.21,4.67,0
5.67,5.14,1
6.05,5.21,1
5.7,7.38,1
5.08,,0
7.75,,1
8.67,5.3,1
7.81,6.29,1
9.58,8.62,1
6.85,8.51,1
6.21,,1
5.92,6.11,0
7.64,5.87,1
5.43,3.69,1
7.99,7.32,1
4.96,7.99,1
6.05,8.27,1
6.06,6.79,1
8.12,4.26,1
7.77,7.09,1
8.98,4.65,1
7.82,8.58,1
8.66,7.83,0
8.87,7.39,1
7.09,5.57,1
9.53,7.55,1
6.08,5.84,1
5.17,8.24,1
7.64,6.79,0
7.88,5.94,1
6.61,6.94,0
5.55,9.26,1
8.54,8.0,1
7.39,8.25,1
6.74,5.1,0
6.03,6.88,1
8.07,8.23,1
7.34,8.4,0
7.43,6.49,0
5.71,5.26,1
8.43,4.84,0
6.12,6.18,1
6.59,7.25,1
6.96,7.85,1
6.44,6.76,1
5.88,5.84,0
7.54,7.45,1
7.69,6.88,1
7.19,4.8,1
6.83,,0
6.97,6.67,0
6.51,3.0,1
7.34,9.55,1
4.79,6.17,1
6.31,5.51,0
6.21,6.45,0
7.05,,1
7.65,3.0,0
6.94,7.3,1
7.18,6.54,1
4.67,5.01,0
6.02,6.28,0
9.54,6.38,1
6.89,6.25,1
8.18,8.52,0
5.14,6.97,1
6.02,,1
8.19,7.5,0
8.64,7.66,1
6.96,8.55,1
7.06,7.07,0
6.47,7.23,1
6.2,6.79,0
7.49,6.34,1
7.2,,0
7.46,8.54,1
7.56,6.06,1
8.13,4.97,0
6.79,5.02,0
6.38,8.5,1
5.76,6.36,0
9.09,5.32,1
6.48,6.69,0
6.39,6.16,0
7.36,,1
8.42,7.51,1
6.49,7.9,1
6.55,7.02,1
7.54,,1
7.69,8.42,1
6.75,7.45,1
6.58,5.47,1
6.77,7.45,0
6.06,7.26,1
7.44,7.25,1
5.77,6.03,1
6.6,7.71,1
6.46,7.69,1
8.17,5.49,1
6.67,,0
6.25,5.44,0
7.14,7.48,1
8.26,6.14,1
8.67,7.54,0
7.58,8.45,1
7.47,5.26,1
7.18,5.25,0
6.94,4.42,1
5.72,7.26,0
6.03,6.85,1
7.14,7.97,0
7.4,6.51,1
7.28,6.01,0
6.28,7.58,1
8.51,6.17,1
5.63,7.15,1
6.56,7.28,1
8.83,7.25,1
7.44,7.22,1
7.44,6.44,1
8.72,7.9,1
7.21,8.83,1
7.28,5.36,1
7.26,5.45,0
7.12,5.73,1
4.69,5.2,1
6.55,8.69,1
6.41,7.25,1
5.71,7.38,1
7.58,7.31,0
5.4,7.49,1
6.96,5.58,1
10.0,9.58,1
7.94,7.72,0
7.56,8.83,1
6.85,8.35,1
7.19,7.13,1
5.76,6.42,1
6.42,4.41,1
5.55,6.79,1
6.71,8.62,0
7.76,7.04,1
8.81,6.04,1
6.04,9.2,0
7.23,6.61,1
5.9,6.43,1
8.07,8.62,1
5.66,7.58,1
6.52,7.16,1
6.52,,1
7.99,7.88,1
7.3,7.17,1
6.43,7.4,1
6.08,7.95,1
8.09,6.92,0
6.22,6.39,1
6.98,7.23,1
7.34,,1
8.62,6.96,1
5.74,6.61,1
8.4,7.99,1
7.96,6.62,1
9.37,10.0,1
5.56,4.99,0
6.81,8.36,1
5.72,9.04,1
7.62,5.64,1
6.5,5.18,1
7.07,3.73,1
7.81,,1
6.2,5.1,1
6.92,8.13,1
7.28,8.54,1
9.1,5.58,1
4.5,7.05,1
7.34,,1
4.57,7.38,1
5.36,7.79,1
6.46,6.26,0
5.78,5.88,1
4.69,7.23,1
7.46,7.42,1
6.97,6.79,1
5.29,5.77,0
5.72,7.08,0
7.18,7.11,1
7.48,4.71,0
5.72,6.41,1
6.95,8.26,1
7.54,3.69,1
5.23,5.49,0
6.69,8.0,1
8.59,6.22,1
6.02,7.95,1
6.38,8.79,1
7.02,5.59,1
8.82,,1
7.16,8.31,1
5.81,8.16,0
8.6,,0
7.44,7.32,0
7.55,5.71,1
6.5,3.67,0
6.94,5.77,0
6.69,7.59,1
7.47,4.58,0
7.05,6.5,1
7.26,6.68,0
6.48,6.43,1
6.78,5.97,1
8.05,,1
4.5,8.81,0
5.21,4.44,0
7.1,7.45,0
6.75,7.64,1
9.76,9.24,1
6.01,7.08,1
6.04,,0
7.07,5.81,0
6.04,6.19,1
7.11,5.55,0
8.38,7.12,1
4.69,5.67,0
7.35,7.14,1
8.11,7.27,1
5.77,8.25,1
5.6,5.13,0
5.62,,1
7.33,6.06,1
8.24,7.47,0
5.78,8.63,0
6.83,7.42,1
5.63,7.12,0
6.17,7.7,1
7.92,,1
5.53,5.65,1
6.45,7.05,0
6.21,4.53,1
6.23,7.38,0
7.1,9.37,1
7.31,8.79,1
7.18,7.28,0
7.85,7.0,1
7.07,8.39,1
5.27,6.54,1
4.98,7.0,1
5.81,4.85,1
5.96,,0
6.18,6.31,1
6.08,5.95,1
6.24,7.66,0
8.33,7.32,1
6.87,6.5,1
4.95,7.5,1
5.52,7.4,1
6.56,9.32,0
6.64,6.74,0
6.63,6.72,1
7.55,7.39,0
6.04,8.75,1
7.23,5.78,0
9.27,,1
6.31,,1
5.75,,1
8.0,7.54,1
6.4,7.31,1
6.03,7.32,0
6.5,7.25,0
7.08,7.81,1
4.61,6.83,1
5.22,7.49,1
7.85,4.94,1
6.05,8.79,1
7.74,5.3,1
7.54,8.87,1
5.35,6.71,0
6.81,6.47,1
7.58,6.15,1
7.1,5.92,1
7.12,5.79,1
6.07,5.54,1
7.84,7.43,0
7.16,7.95,0
4.87,6.78,1
6.36,8.7,1
6.62,7.23,1
7.62,6.28,1
5.8,10.0,1
6.23,5.38,1
8.75,7.34,1
5.35,5.27,1
8.87,8.72,1
6.08,6.05,0
6.16,6.65,1
8.48,8.25,1
7.24,5.08,1
7.13,,1
7.84,8.25,1
6.81,8.51,1
7.92,8.45,1
7.56,7.16,0
4.9,5.18,1
6.46,7.25,1
7.44,8.35,1
7.42,3.0,1
9.9,5.71,1
7.91,5.05,0
8.02,6.21,1
6.72,4.87,0
5.98,8.12,1
8.01,5.34,1
6.51,7.4,1
7.66,7.38,1
8.2,4.96,0
4.66,6.66,1
6.39,4.45,1
4.5,5.27,1
8.16,5.94,1
7.36,4.74,0
7.53,5.65,1
7.79,6.57,0
5.9,8.6,1
9.16,5.42,1
5.98,,1
5.55,6.27,1
7.34,6.1,0
7.6,6.25,1
6.69,7.03,1
6.32,5.79,0
6.13,5.56,1
6.76,7.32,1
7.19,,0
7.44,5.39,1
7.18,5.92,1
7.54,5.99,1
6.16,7.17,0
6.12,7.18,1
4.98,7.01,1
7.46,6.84,1
6.01,7.47,1
5.45,7.46,1
6.87,7.69,1
4.5,,1
8.22,8.73,1
5.62,6.4,0
7.37,8.5,1
4.5,4.68,0
7.22,7.41,1
7.36,6.43,1
7.98,7.28,1
7.01,5.27,0
8.36,6.64,1
7.85,6.25,0
6.55,7.34,0
4.83,4.54,0
6.88,,0
6.02,5.85,1
6.82,,1
4.5,,1
4.77,8.81,0
4.5,7.2,1
6.12,,1
8.29,8.79,1
8.07,8.36,0
5.34,6.9,0
6.63,5.8,1
8.2,,1
6.19,6.78,0
7.99,8.23,0
6.62,6.31,0
6.67,9.5,1
6.3,6.59,1
6.6,5.66,0
8.7,7.4,1
7.04,7.53,0
5.8,8.55,0
6.57,,1
7.8,5.87,1
9.19,8.99,1
7.05,6.17,1
7.53,5.72,0
7.46,5.69,0
6.67,7.62,1
6.38,8.02,0
8.43,5.14,0
6.55,,0
6.7,6.21,1
6.18,3.31,1
8.14,8.02,1
5.18,5.55,0
7.26,6.92,1
9.16,,1
8.27,8.55,1
8.18,4.7,1
9.35,6.68,0
8.35,,0
6.44,5.85,0
6.64,6.21,1
7.64,7.46,1
7.15,,1
7.42,6.96,1
4.87,6.69,1
7.55,8.04,0
5.79,5.84,1
6.44,6.41,1
6.3,7.92,1
7.35,7.06,0
5.29,8.4,1
5.15,6.94,1
8.88,8.42,1
8.84,5.98,1
6.53,6.54,1
7.9,7.53,1
7.18,7.19,0
6.7,6.47,0
8.07,6.82,1
7.92,5.71,0
6.79,4.16,0
6.71,6.6,1
6.97,5.53,1
6.65,6.66,1
7.03,6.44,1
8.02,6.11,1
7.13,6.48,0
7.33,7.02,1
4.96,5.92,0
4.74,5.68,1
6.38,7.84,1
5.25,3.95,0
7.81,7.38,1
7.57,6.0,1
8.07,5.73,0
4.76,7.47,0
7.15,5.99,1
5.22,6.3,0
10.0,6.59,1
8.66,7.62,0
6.21,,0
6.14,5.59,1
7.02,3.97,1
8.0,7.7,1
6.92,5.68,0
4.5,7.98,0
8.07,6.14,1
7.5,6.7,1
7.23,6.68,1
9.03,,1
6.83,6.63,1
6.75,4.28,0
7.15,5.23,1
8.19,7.24,0
6.64,6.32,0
5.61,8.38,1
8.35,7.91,1
8.53,6.09,1
7.3,8.26,1
7.12,6.37,0
7.34,7.03,1
6.18,7.47,1
6.65,7.3,1
7.7,5.34,0
5.86,6.35,1
7.23,7.66,1
5.99,6.8,1
6.49,9.8,0
6.27,7.21,1
6.68,7.41,0
7.84,6.26,1
4.5,6.45,0
6.65,6.13,1
8.27,5.66,1
8.47,8.01,1
7.09,7.23,1
7.46,7.59,1
5.87,7.61,1
5.48,9.26,1
8.02,8.91,1
5.72,4.9,1
5.71,6.52,0
8.39,7.17,0
8.78,,1
6.11,5.68,0
6.91,6.99,1
7.26,,1
6.16,,1
7.96,,1
9.29,7.83,0
5.13,7.65,1
7.98,9.19,1
8.3,8.05,1
7.65,6.59,1
5.15,6.15,0
6.77,4.48,0
7.65,6.15,1
7.65,5.96,0
5.81,5.48,1
5.12,6.87,0
6.25,5.65,1
6.34,7.09,0
7.09,6.76,1
7.41,7.49,1
6.75,7.02,0
6.3,5.8,0
4.5,7.38,1
8.02,4.75,0
5.94,8.5,1
7.07,7.23,1
6.29,6.96,0
7.05,,1
6.16,6.23,1
6.29,5.54,0
5.78,5.9,1
8.22,3.25,0
5.07,6.14,1
6.41,7.31,0
6.2,5.53,0
5.17,6.36,1
7.17,5.19,0
5.39,,1
7.57,,1
5.96,6.8,1
6.57,6.89,1
6.09,6.64,1
6.71,5.89,0
6.89,6.05,1
8.14,6.45,1
9.12,5.91,1
7.63,4.63,1
7.57,5.27,1
6.07,6.4,1
8.05,7.51,0
7.7,6.68,1
6.44,7.49,0
5.0,,1
4.5,6.0,1
8.25,5.79,0
5.46,7.49,1
8.82,7.5,0
7.46,8.83,1
4.5,7.67,0
6.46,7.95,1
5.19,6.58,1
6.36,7.57,1
7.9,8.24,1
7.3,7.92,1
6.38,4.75,1
6.62,6.18,1
7.54,7.64,1
7.48,7.49,1
7.47,6.07,1
9.46,7.02,1
5.54,6.69,1
8.1,5.88,1
6.64,8.05,0
8.71,8.15,0
7.05,7.37,1
8.55,6.87,1
8.7,6.08,0
7.24,4.72,0
6.99,4.87,1
7.65,8.78,1
6.12,,1
6.85,6.78,1
6.71,8.59,1
7.95,7.38,1
6.6,7.55,1
6.01,7.88,1
8.0,5.32,0
5.37,7.96,1
5.69,6.33,0
8.02,6.62,1
7.89,5.75,1
8.59,5.12,0
7.01,7.29,1
6.36,,0
6.07,,1
8.5,4.2,0
7.23,7.25,1
5.82,6.45,1
5.46,6.5,0
7.56,7.83,1
6.92,7.4,1
9.63,8.44,0
5.96,6.48,1
6.71,4.92,0
5.25,6.74,1
6.02,5.79,1
5.62,,1
6.83,5.9,1
6.83,8.57,1
4.5,6.79,0
7.05,5.49,0
7.85,7.83,0
7.74,8.25,1
9.23,7.15,0
5.01,10.0,0
5.95,4.63,1
6.29,4.59,0
6.17,5.52,1
5.13,,1
8.16,7.05,1
6.13,4.98,0
9.97,7.34,0
7.61,9.52,1
7.63,7.46,0
7.04,7.66,1
5.2,6.94,1
8.9,6.02,1
5.41,7.59,0
8.15,6.98,1
5.58,7.33,1
7.72,7.11,1
7.38,8.36,1
6.01,,1
7.27,3.0,1
5.65,4.15,1
4.64,6.74,1
6.43,6.13,1
7.39,5.66,1
5.24,5.17,0
6.08,7.17,0
5.52,7.22,1
6.06,8.31,0
8.86,5.73,1
6.89,8.92,1
8.36,,1
8.06,8.09,1
6.02,9.43,0
7.54,6.38,0
6.99,5.96,0
6.41,5.55,1
7.39,8.21,1
6.52,6.51,1
5.41,7.84,0
5.46,7.71,1
7.61,5.54,1
6.84,6.25,0
7.45,7.64,0
5.94,7.15,0
5.71,6.47,1
6.88,7.93,1
7.86,6.21,1
8.35,7.44,1
7.21,6.03,0
7.36,7.68,0
5.83,5.83,0
5.96,,0
6.73,7.41,0
4.64,,0
4.96,3.86,0
6.25,7.03,0
8.03,6.51,1
6.54,6.87,0
6.32,6.19,1
8.25,6.48,1
7.57,6.63,0
5.36,7.68,0
6.23,8.46,0
5.71,,1
8.02,9.1,1
6.3,6.05,1
6.1,6.79,0
9.46,5.7,1
6.11,7.29,0
7.58,5.68,1
7.3,7.03,1
9.5,6.87,1
8.65,7.33,1
7.15,4.2,1
8.47,6.91,1
8.36,6.02,1
8.51,6.74,0
7.97,4.91,1
5.02,6.98,1
6.91,8.13,1
8.35,7.99,1
4.59,6.12,0
7.01,,0
5.27,7.21,1
5.06,5.86,1
7.01,9.99,1
6.62,7.32,0
6.65,7.71,1
8.18,8.23,1
8.95,5.54,0
6.9,,0
8.15,8.79,1
7.12,6.57,1
5.1,8.27,0
8.45,6.54,1
7.46,7.82,1
6.94,8.22,0
7.61,7.01,1
4.5,6.31,1
7.26,6.86,1
6.92,7.51,1
7.78,8.64,0
6.96,,0
6.66,8.87,1
5.69,4.83,1
4.5,8.57,0
7.98,6.27,0
7.49,8.98,1
5.74,7.25,1
8.5,7.35,0
6.74,5.2,1
7.11,5.25,0
8.01,6.27,1
8.72,5.0,1
5.98,5.15,1
10.0,8.09,1
8.8,7.46,1
8.31,,1
5.3,,1
7.13,,1
7.37,7.03,0
7.91,7.65,1
7.44,,1
7.82,4.85,1
6.95,7.86,1
6.36,6.74,1
8.73,6.93,1
7.37,5.84,0
9.42,8.52,1
7.98,5.68,0
6.34,7.86,1
8.13,,1
8.74,6.95,0
5.91,5.76,1
6.68,5.74,1
5.04,7.52,1
6.15,9.6,0
6.44,,1
5.48,6.86,1
6.21,5.63,1
7.65,7.42,0
7.49,6.65,0
6.51,6.5,1
7.56,7.03,1
6.04,7.0,0
5.68,6.18,1
7.31,7.79,1
4.5,5.38,0
7.55,7.19,1
6.95,7.16,1
8.21,,1
6.02,4.67,1
9.74,6.14,1
8.09,,0
5.87,6.98,1
7.83,8.25,1
5.38,5.36,1
4.91,6.67,1
6.02,8.06,1
5.76,,1
8.37,7.44,1
7.31,3.5,0
5.85,,1
6.89,5.81,1
7.21,4.47,1
7.87,7.1,0
7.26,7.48,0
6.75,7.53,1
6.15,6.67,1
8.6,8.75,1
5.79,7.34,0
7.43,7.11,1
6.5,9.47,1
7.29,5.05,1
7.7,6.77,1
9.62,9.05,1
5.78,5.85,0
7.32,5.64,1
5.38,7.64,1
6.6,5.36,1
5.53,6.47,0
7.94,8.02,0
8.53,6.79,1
7.18,6.23,1
4.91,,1
6.63,5.03,1
7.18,6.91,1
6.41,6.98,1
7.49,8.31,1
7.85,6.41,1
5.42,8.24,1
6.45,,0
6.56,8.11,1
6.98,6.28,0
7.66,8.73,0
7.16,7.46,1
9.68,8.46,1
5.89,7.78,1
7.33,9.42,1
6.26,4.93,0
7.42,7.18,1
6.66,5.57,0
6.73,5.37,1
8.8,8.23,1
7.69,7.67,1
6.66,6.68,0
6.76,7.52,0
4.8,8.77,1
7.41,5.06,1
7.18,,0
6.42,7.02,0
8.34,8.23,1
6.65,,0
6.32,6.15,1
7.94,6.92,1
7.31,,0
7.74,6.71,1
8.06,8.4,1
5.88,7.59,0
5.17,8.71,0
5.05,5.73,1
6.57,5.38,1
9.48,7.64,1
4.8,6.2,1
6.07,,1
8.6,4.26,1
6.88,7.31,1
6.61,6.95,1
4.54,6.43,1
7.11,,1
6.43,6.03,0
6.25,6.4,1
6.72,6.42,1
6.88,7.54,1
6.71,5.57,1
7.74,6.95,1
7.46,7.04,1
7.56,7.79,0
6.42,8.42,0
7.18,7.06,0
5.84,5.28,1
6.01,5.03,1
8.54,6.46,1
6.65,8.66,0
7.18,6.66,0
5.0,4.47,0
5.31,7.58,1
5.91,6.96,1
4.61,5.4,1
6.15,8.34,0
6.66,8.33,0
6.87,5.92,0
7.26,,1
6.04,7.49,0
5.51,6.36,1
5.81,7.85,0
7.94,9.17,1
7.47,6.3,1
7.28,5.71,0
6.04,4.51,0
6.36,7.0,1
8.16,6.26,1
8.13,8.14,1
6.86,6.11,0
6.81,5.93,1
6.2,7.83,1
7.96,7.56,0
6.25,8.83,1
8.82,6.19,1
7.34,7.2,1
7.49,7.32,0
6.93,8.78,1
6.83,7.3,1
5.97,5.79,0
7.38,,1
6.81,4.51,0
7.07,5.57,0
5.87,3.61,0
8.32,6.7,1
7.06,5.4,0
8.42,6.87,0
8.62,6.77,1
7.63,8.25,0
7.74,6.66,1
7.44,8.54,1
7.87,3.93,1
8.06,8.45,0
5.27,3.77,0
6.87,8.17,1
6.28,6.08,1
9.19,7.7,1
8.79,8.38,1
8.99,9.05,1
4.71,7.63,1
6.03,7.6,0
7.31,8.43,1
6.98,7.3,1
6.4,8.5,1
4.5,,1
6.81,7.47,0
6.04,4.51,0
10.0,4.72,1
5.18,7.89,1
6.56,,1
8.08,7.21,1
7.59,6.32,1
6.2,6.61,0
7.44,5.77,0
7.92,8.27,1
9.65,8.55,1
6.2,4.67,0
8.22,6.82,1
8.04,8.57,1
5.74,7.08,1
7.57,4.86,0
5.93,8.78,1
10.0,5.8,1
5.85,6.42,1
7.59,,1
5.93,7.43,1
6.22,6.96,1
6.9,7.76,1
7.07,6.95,1
4.98,8.85,0
6.9,6.82,0
8.15,4.33,1
7.57,8.3,1
6.99,5.97,1
5.46,5.52,0
6.77,6.56,1
6.84,8.45,1
7.02,7.55,1
8.3,5.75,1
7.54,7.58,0
5.78,9.34,1
6.88,8.4,1
4.88,8.64,1
5.26,7.02,1
7.64,8.0,1
6.45,7.62,1
9.37,7.32,1
6.68,7.07,1
7.01,6.16,1
8.61,,1
7.0,6.09,1
5.97,7.35,1
7.81,6.48,1
7.18,7.39,0
4.5,8.34,1
8.34,4.44,1
6.34,6.6,1
6.95,8.71,0
7.61,8.8,1
5.92,6.94,1
6.74,7.93,1
7.83,6.78,1
6.57,6.3,0
8.16,6.35,0
5.76,5.99,0
7.31,7.62,1
8.44,8.63,0
7.61,8.67,1
5.65,6.85,0
9.04,7.67,1
9.32,5.97,1
5.71,6.43,1
7.17,6.3,1
7.34,6.97,1
7.4,5.46,1
8.12,5.74,0
8.08,6.34,1
4.52,5.29,1
5.22,7.58,0
7.06,5.93,1
7.32,5.47,0
10.0,,0
5.73,4.53,1
6.48,7.63,1
6.97,8.45,1
5.75,8.38,1
6.65,5.61,0
6.16,6.2,0
6.16,,1
7.33,8.46,1
7.38,4.62,0
6.2,4.55,1
5.85,9.09,0
7.18,7.86,1
7.83,6.13,1
5.96,,0
10.0,5.16,1
5.82,8.51,1
8.16,,1
6.25,6.54,0
6.1,9.46,1
4.88,5.97,1
7.0,4.31,1
6.2,,0
5.25,6.88,1
5.09,,1
6.56,8.47,1
6.77,6.29,1
8.05,8.84,1
10.0,,1
8.71,7.22,1
8.05,7.77,1
6.02,7.44,1
6.85,6.43,1
7.26,5.76,0
6.99,6.43,0
6.81,6.3,0
6.7,4.89,0
6.96,6.61,1
6.59,4.77,0
5.46,7.37,1
6.53,5.21,1
7.84,7.15,0
6.08,5.84,1
5.6,7.68,0
6.79,7.15,1
6.05,6.7,1
7.36,7.36,1
6.71,7.18,1
6.69,7.03,0
6.73,7.28,0
6.98,5.83,1
5.46,8.07,1
6.5,4.5,1
8.57,7.51,1
4.83,7.3,0
9.25,6.85,0
8.02,7.6,1
8.44,6.6,1
8.5,5.69,0
5.46,7.28,1
6.39,6.41,1
6.53,5.65,1
7.76,8.3,0
7.25,7.05,0
4.8,,1
7.01,7.7,0
8.11,5.93,1
6.4,6.03,1
7.08,7.1,1
6.41,,1
5.36,7.89,0
7.8,4.87,0
5.19,6.07,0
9.42,5.8,1
8.13,6.24,1
7.6,5.96,0
6.53,9.33,1
5.75,6.22,0
8.36,7.23,1
7.35,,1
6.24,7.36,1
7.19,5.76,0
7.02,6.25,1
5.46,7.02,1
7.57,7.45,0
8.38,7.94,1
7.54,6.68,1
7.96,7.71,1
6.39,6.23,1
5.29,7.56,1
6.62,,0
5.74,7.02,1
6.62,9.41,1
7.75,6.3,0
6.02,6.59,1
6.01,6.87,1
7.88,,1
4.5,5.81,1
6.07,7.88,1
7.16,5.74,1
6.09,10.0,1
8.63,5.84,1
7.86,5.57,1
5.55,8.59,1
7.62,8.17,1
7.2,5.4,1
7.27,4.63,1
9.23,7.42,1
7.89,6.86,1
8.42,8.72,1
7.72,7.15,1
8.15,7.7,1
8.48,5.35,1
7.07,5.12,1
6.91,5.33,1
8.16,7.44,1
5.67,5.14,0
8.11,7.25,1
6.84,6.61,1
9.74,7.08,0
4.81,9.56,0
7.57,7.25,1
6.0,3.38,0
8.03,7.49,1
5.84,6.48,0
7.79,5.14,0
6.62,6.49,1
7.62,6.21,1
7.65,5.27,1
8.19,9.21,1
6.63,5.81,1
5.76,4.96,1
7.05,7.06,1
5.14,7.8,1
7.33,5.49,0
7.64,,0
7.06,,1
8.65,9.31,1
7.38,,0
7.62,6.34,1
7.11,5.46,0
7.79,6.25,0
5.32,8.21,0
6.89,4.73,0
8.94,6.93,0
7.2,6.29,0
7.96,4.19,0
6.04,5.78,1
5.93,6.09,1
6.15,6.89,1
7.12,7.51,1
8.68,5.83,1
8.94,4.72,0
6.43,8.85,1
7.8,7.63,0
7.72,5.62,1
8.85,5.6,0
7.93,6.82,0
7.4,7.17,1
7.61,8.65,0
6.93,6.84,1
7.47,,0
8.23,6.34,1
9.04,7.02,0
6.8,7.85,1
7.24,,1
5.58,6.07,1
4.98,8.13,1
6.35,,1
6.79,6.06,0
7.46,8.18,1
8.22,5.95,1
8.5,,1
6.87,,1
7.91,4.21,0
6.39,6.29,1
8.54,5.34,1
7.73,8.56,1
7.74,7.56,1
7.5,6.0,0
6.56,7.42,1
6.79,7.53,1
7.28,4.38,1
7.83,5.61,1
7.13,,1
6.23,6.02,0
